index,TIC,GaiaID,bp_rp_corr,Median_Period,Period_err,LC_source,ra,dec,l,b,ecl_lon,ecl_lat,pmra,pmdec,phot_g_mean_mag,ag_gspphot,bp_rp,ebpminrp,parallax,distance_gspphot,ruwe,radial_velocity,radial_velocity_error,vbroad,x,y,z,Type,HD,Vmag,B-V,V-I,MemF,comments,Voff(km/s),Vr(pred),rvdiff_x,simbadrvmem,rvdiff_y
257,9989136,898844639674672640,1.2775459,9.830202250459388,0.841586080263534,SPOC,111.25581307204982,37.23112383360879,181.28542174034737,22.2937750070354,107.39303652900854,15.06654377521263,-27.711885451742045,14.51087184391652,9.197407,0.0001,1.2775459,0.0,30.70269405102268,32.5012,0.9300826,-9.182047,0.18260781,,-30.128238849415563,-0.6760356926980832,12.355776849666896,,,,,,,,2.22946891838009,-15.764375488131144,6.582328488131143,,
427,10201810,1533071950489288832,0.8819377,9.863993904518152,0.0,SPOC,186.16316869305544,39.74713000545499,145.0264389244633,76.21019750321352,166.84915371302216,38.277711870153176,26.27895968918041,-0.7328411035906723,10.064022,0.0009,0.8824377,0.0005,10.956274883003402,89.9248,4.485525,-9.60016,1.2013124,,-17.826921226392027,12.470289206121846,88.64114209302112,,,,,,,,2.737461209116419,-9.676515709043777,0.076355709043776,,
428,10201811,1533072706403532800,1.9994975,9.958728599934831,0.6137292379025254,QLP,186.15147226926308,39.74816936564916,145.058492994653,76.20534382880697,166.83859105782128,38.27407925111592,25.14404818551881,-0.6412109414636651,14.1649275,0.4237,2.2495975,0.2501,10.52816756598445,95.8226,1.2916421,-9.090368,2.2813315,,-18.565480997251104,12.971463818554351,92.24364230491727,,,,,,,,2.780153954268292,-9.678513052034994,0.588145052034994,,
1272,10496917,4596926865829207040,1.4804829,13.099963792048365,0.749841691252426,QLP,268.4754218463139,30.24765022862636,55.65734233468064,24.8780052058886,267.77639836471485,53.67516403941261,15.814782994628963,-30.16416043129695,12.574077,0.3667,1.6755829,0.1951,10.125761314309372,99.1814,1.073775,0.30360326,0.5982772,6.4023623,50.54353812552429,73.97568690274144,41.546267170377135,,,,,,,,1.087689047008806,5.741699322338251,5.438096062338251,,
921,11196079,3217262561513198976,2.1398353,15.166043757180272,2.5574794467879665,QLP,84.40180432534216,-2.24381369693604,206.34724250681452,-17.422195451939686,83.79688564064817,-25.562629941798903,-18.199624689679325,-11.251566390850986,14.422867,0.4481,2.4136353,0.2738,10.241347532700662,97.331,1.127623,-11.824096,3.8764224,,-83.48615521491054,-41.34711479871941,-29.235452269990684,,,,,,,,3.6210891646116625,-10.65479790605306,1.1692980939469404,,
661,12868098,2211545357262733824,2.5891622,3.251747113055736,0.031145444944429723,SPOC,343.3142514859562,65.50379407668537,111.08091458364078,5.388377337648714,32.47106035497339,61.91545116839544,-47.288889811193485,-75.53142776375863,13.767371,0.0763,2.6371622,0.048,21.225472064686148,47.0725,1.1072515,-5.1272783,2.556154,,-16.87107721080695,43.76581953368931,4.424229418483131,,,,,,,,4.504949186757296,-3.4847543399065346,1.6425239600934658,,
700,13090585,2377920501835605376,1.1602821,5.855215547588367,1.9447510404828183,SPOC,348.6593850621825,-29.702620008154767,20.31148436471689,-68.59980243955701,337.440152166016,-22.74739220771601,-66.99293159250313,-28.37426189178018,9.115219,0.0,1.1602821,0.0,26.522917471226368,37.6856,1.0211875,13.196058,0.17781915,10.011266,12.901730335891685,4.775435064691496,-35.10377614916008,,,,,,,,2.942191611524514,12.043280741079736,1.1527772589202652,,
195,14453744,676429006632579968,0.7006747400000001,8.626813907945106,2.058410626052593,QLP,125.02638054178328,21.941556988897283,201.5470583358052,28.806792786595818,122.1962499737985,2.33182074238155,2.8725030342881537,-8.342747530128728,9.118063,0.001,0.70117474,0.0005,10.212993111311471,97.4611,0.9514528,-22.04744,0.1721682,,-79.80167367773551,-31.510452696476893,47.18083693090494,,,,,,,,1.1992642076450868,-15.716068298551257,6.331371701448745,,
196,14500602,676647500208759168,0.81754576,4.677286108889487,0.6703243553826068,SPOC,125.25208415883168,23.071755399237137,200.4078037460908,29.381085607922547,122.1400404710392,3.4797199785576205,5.272727918809755,-5.761534790741601,9.853773,0.0562,0.84764576,0.0301,10.779208060939055,92.3732,0.92414695,-17.789047,0.35293502,8.238611,-75.76470188259938,-28.188387108677126,45.51504344038661,,,,,,,,1.2084079202884062,-15.762389221397962,2.026657778602038,,
192,14703870,662960053615082752,1.1334237,9.716369929267561,0.6645868656249316,QLP,127.16794769875848,19.54350331522835,204.92354263826795,29.85406686138082,124.70603826940412,0.4700819511636505,6.291576393900488,-13.82462579884723,11.061373,0.0265,1.1474237,0.014,10.466530362464155,94.5597,1.2723519,-12.093114,0.25719038,9.614417,-75.14673904063659,-34.919492691380746,47.56042209882428,,,,,,,,3.1578042139695324,-15.542697098125496,3.449583098125496,,
616,15470366,2067221777373474944,0.7151313,4.278481788800924,0.49733291159343573,SPOC,306.8479260104019,39.730399991346566,78.28821977120347,0.755590030766533,326.0590876601147,56.22576120170096,-2.8791509245278224,-49.06519132284892,7.4753118,0.0001,0.7151313,0.0,19.71614364436829,50.6115,1.0231661,2.927447,0.12066217,,10.294658829543406,49.65960736437046,0.6688504522150314,,,,,,,,3.393086146044769,5.04593375291606,2.11848675291606,,
8,15819171,53926273636303360,0.8886757000000001,12.427028627375808,0.32107462181687296,QLP,61.64884195798064,23.681113794986064,170.37426787264488,-20.72190665403341,64.19006053498197,2.746380190294602,-40.63805973839957,-11.944602042954967,9.979594,0.1124,0.9483757,0.0597,12.214580906278735,81.7106,0.90582794,-16.237976,0.18224467,,-75.49506982694635,12.80391349647539,-28.968040848177,,,,,,,,4.128675608733712,-9.80631136726632,6.43166463273368,,
256,16045498,898639447612575104,1.057096,7.959711543872589,0.3028752398100787,SPOC,113.2521411344812,37.02988798978208,182.0123354303021,23.75186857880233,109.05378872484964,15.116091895056698,-49.87412198157693,9.407215849264212,7.426266,0.0,1.057096,0.0,48.35632200879651,20.6516,1.0275615,-15.95865,0.15065038,8.056702,-18.91653112695802,-0.6646574334349451,8.329346067500373,Possible Activity-Based Members,59747,7.7,0.867,0.88,Y,,3.2081883498922106,-15.82389981179042,0.1347501882095798,,
262,16769903,906323036729357440,1.4213385,9.8303051108395,0.0,SPOC,122.5229150811405,36.61569771851138,184.59134565045497,30.820140446607383,116.6954560351477,16.142089127648998,-1.3460394994894198,-6.276470995389746,12.067512,0.3393,1.6007385,0.1794,12.12131591976996,82.9351,1.04092,-12.737856,0.68143296,,-70.62137615619264,-5.671324948577079,42.26808175924658,,,,,,,,3.970280413300117,-15.915435124054731,3.17757912405473,,
232,17193065,813635585194216064,0.9413461,3.612694659168442,0.026514307181601193,SPOC,145.392161895947,41.58811034668907,179.76569779060023,48.82114989698896,133.27721649475342,26.105442800674528,4.162541592108224,8.006457010635405,10.13529,0.0845,0.9862461,0.0449,12.472062643750014,79.949,0.90651375,-10.908815,0.24833524,10.235843,-52.79047948247421,0.2158796866200177,60.347516259638816,,,,,,,,4.288979391382385,-14.798609142258016,3.8897941422580153,,
219,17992446,764072689093638528,3.0165759999999997,0.47472997271203815,0.00012586025558392056,SPOC,171.01885964390104,38.13629424820036,176.41087169716715,68.64701989047916,155.24152854582073,31.180436827414766,121.32325891286808,-12.345217134519,13.00771,0.0002,3.016676,0.0001,54.18692092593879,18.4255,1.4054191,-12.42867,0.9660325,,-6.706386360528136,0.4206525285442821,17.187818079022566,,,,,,,,0.2008333263329768,-11.986353064424788,0.4423169355752119,,
193,19002460,667217951051081984,0.7776601000000001,9.232508182438169,0.10624448361548744,SPOC,119.668847436889,16.728621235353863,204.86778498771943,22.19324734273292,118.36605411674354,-3.8367668555921104,-10.89888218798544,-4.81172508352976,8.955489,0.0022,0.7788601,0.0012,11.136857885216536,89.3782,1.2324193,-15.202905,6.412561,7.056554,-75.43104402084303,-34.96238827087995,33.91725642808186,,,,,,,,4.892435688177265,-15.443910928502172,0.2410059285021724,,
